7099	531
9262	2820
3490	6021
3182	4443
3471	6315
105	4500
9976	1428
1260	3259
4710	2898
6712	7127
5685	3781
6035	1483
9740	6955
1268	264
1437	3969
10841	5186
2492	5836
5459	3062
8926	1654
3050	4561
6696	4981
1811	1185
7961	3484
907	4034
1067	573
4449	383
1296	136
529	200
10071	5903
8377	936
3078	2925
3059	6729
3754	3191
6708	3882
1989	2360
5608	5846
5974	1894
7184	6310
6137	542
10411	6668
3427	4316
9524	501
7387	3057
8054	4099
1767	978
508	3832
6314	6393
10292	3971
2040	1111
7863	2949
1060	6848
10870	3453
482	1875
6437	1015
4692	3714
9445	2315
9891	2063
3066	4419
6609	3232
9690	792
4658	6985
8599	456
6121	2092
2346	3275
8437	4068
3159	4572
8572	2307
3995	4238
9521	3676
2441	4405
10944	778
9292	533
1392	6430
484	1408
723	1240
3016	1181
3773	396
6933	3058
6665	3022
904	4260
5852	6004
5906	609
1066	1343
4342	6325
9663	3706
8610	6884
10171	1991
8212	1338
5858	1927
10451	2329
9253	4414
2994	4545
2600	6869
6108	6917
10060	5123
9732	7145
9109	5906
1910	3185
1776	4726
9822	1145
6900	1845
7355	5672
8733	1907
6530	7086
4043	1868
1494	7190
7125	976
4010	2663
3442	5183
7951	339
10780	5673
3970	7088
10336	1290
6553	514
7852	3492
4178	232
9347	6706
9126	2227
5697	1354
7166	6632
6267	3608
6683	4542
4300	3624
4355	1906
2753	1629
10178	1569
758	5966
1230	1998
9099	5412
1326	425
7318	6448
4768	145
1438	6366
6612	6025
6833	1601
4283	6833
531	590
1363	5058
3547	1384
4231	368
1503	3880
10468	3900
1355	7057
6663	2919
7491	338
2983	4478
1925	861
5301	2121
7525	1762
10136	4538
6605	3571
3983	851
2215	4413
7829	644
3175	4038
4694	4503
8889	1280
444	260
1570	3200
7651	303
5620	1722
8182	4536
10618	5462
10611	797
8846	2284
3524	5498
2340	4793
4308	6966
9438	3180
9339	3549
8482	693
3852	4871
205	79
6448	6983
10918	691
1675	2875
8975	4266
4973	1773
5984	2202
4366	705
1084	5840
4445	6671
6272	2290
8630	4363
4542	1009
2033	4965
10928	3537
3041	6690
156	805
2886	715
9181	1881
8126	4292
3540	3687
130	1646
823	3825
1505	507
2798	3752
8641	3941
9398	52
9893	5582
9233	7123
1053	2187
3315	1825
9108	2756
5034	2356
6014	3166
1617	6023
405	2968
5757	1554
10604	5741
6406	6516
10099	4528
5947	771
3092	3006
9725	72
3162	7034
8300	7026
6930	3312
950	1709
6091	1775
6370	6061
1088	2512
638	3633
1549	6275
709	5
6861	2470
8014	5685
1797	178
3221	4222
4407	6070
9324	4158
3397	6857
3517	1566
9458	5832
1689	987
9054	6019
5949	2197
4646	6865
2582	2247
10839	3892
2356	5882
3567	4982
1212	3678
2969	5782
2552	2391
3136	6451
6429	3378
10997	6308
3441	477
3949	3618
9161	951
7504	2479
9559	759
996	2696
9300	7014
10147	3028
10910	1403
6925	4977
9034	5984
170	5445
7865	6106
3745	5411
5419	2828
10342	7071
6550	4151
1152	3374
5549	999
6830	6118
3709	1764
3425	1803
4519	1435
371	690
10854	979
2996	4816
4781	6860
7348	2571
8033	2843
4492	4033
1819	2627
7851	3368
3529	6911
10542	5268
8230	2741
8770	5219
665	4667
2916	6849
2891	5577
1982	738
2627	271
3612	791
6485	5600
8390	1079
5092	262
1615	6786
5119	3365
5555	6571
8897	6348
3150	3953
2621	1307
4543	6737
4417	1544
5770	4912
3310	4768
10892	4344
5825	2768
1350	1365
923	4511
1164	323
1613	6732
5667	1379
2992	5572
680	67
1033	2702
3787	5223
6679	1438
2387	4287
9610	6149
2430	2948
901	4017
8781	3519
2826	5406
4197	1033
8910	4461
2305	1696
757	2374
1356	4028
3967	6292
5183	3648
4818	5377
1402	5284
9886	4107
10302	3146
1699	3285
7305	5520
1857	1202
4273	3829
1306	3808
8458	977
7073	2853
5098	1413
3747	1612
8929	3989
9105	2004
3539	3113
9333	326
10229	2129
10661	76
2003	2459
9484	2836
3810	3602
91	3337
6622	2032
10073	2379
7159	1195
8408	3809
3861	3843
767	1175
2784	2659
10750	7056
365	3972
2962	7031
6063	557
5938	4263
9039	1531
6557	5269
2312	6679
875	7041
5055	2053
4869	3393
8778	2978
9098	5286
8719	4917
538	411
7677	2462
1262	41
6358	896
9737	2410
5538	6476
5474	3863
7835	2728
8007	3203
3904	4731
109	6697
2228	250
599	3196
10228	386
5128	6073
3249	4692
10921	5291
10016	5025
6495	1259
895	3396
4430	6346
9346	3017
4437	1334
2154	6588
3010	7187
8498	2611
4544	3084
8969	2219
7020	6223
9622	1340
485	5740
5831	5811
1097	1392
1157	1159
8031	5399
4350	6189
2700	4842
9163	2206
4626	3274
4847	394
3650	3233
1621	3369
3906	1733
1380	5857
8403	2974
7874	6673
10975	6254
263	5428
3017	4535
3107	5340
289	1965
479	5163
7100	2370
3286	4554
5768	3679
2211	569
8035	400
8984	1450
7833	4330
1496	1727
1574	3295
9850	1938
4927	1577
6589	5786
8344	7069
3256	5792
8766	535
8094	650
2474	2176
2123	2673
4143	4267
8655	2667
4456	6324
5546	5103
4539	5333
2703	6850
6460	471
6237	2492
8864	4101
2783	5826
7467	2036
507	6517
8519	6728
10728	2557
2302	3043
6654	4188
3155	6080
2569	3798
1957	2976
9573	6210
3624	161
9075	658
3636	6237
7968	361
5491	3869
4136	2075
6961	3789
8625	5221
623	5283
6852	2335
5399	6950
6964	4401
1459	4773
2420	2286
5121	2859
10751	6411
4071	1724
4636	1253
4774	3710
8739	4652
10647	3485
4153	4863
6204	3325
10249	4651
9069	5745
624	5676
3667	380
7063	3538
4398	2531
10364	5465
10575	81
6617	1591
2064	93
7029	795
7384	2522
6342	776
10088	214
9738	2361
6228	1211
3555	88
30	6789
6631	4399
7802	6855
3273	4016
4331	1313
1830	6452
7046	2261
10895	5874
7533	2467
2403	6146
4507	3987
3611	5976
2337	237
8127	2953
2705	6062
6296	7094
5223	2416
9908	6841
882	579
8200	1639
704	7046
17	6157
5165	4758
10610	7028
8876	1214
4510	766
12	4674
7816	7012
1673	4605
3867	2561
9946	3470
1937	6422
2304	7058
2054	2413
3599	6438
1971	4189
549	4627
6046	6981
645	4691
1379	5442
2350	423
423	6231
7237	186
2562	5508
5717	1971
4712	1890
10066	1350
6649	4716
851	3520
2118	3350
2772	5022
4681	331
733	1064
9843	1299
8108	1810
4850	3659
4977	2295
8040	5888
2195	7075
9998	706
9007	1486
5349	2222
718	1984
6053	1333
1445	5754
5478	6862
61	7105
2672	6389
2329	635
7758	1376
1210	5763
8578	4817
8316	6085
5862	1718
8038	3661
9925	4852
5654	5407
2657	3785
10811	5986
2243	5590
2750	3626
5684	4035
3965	3854
8324	5820
4805	2923
4214	919
7219	2039
5748	6352
6737	4282
6417	7125
1172	6541
3854	2262
7927	3173
10596	2833
5578	7019
8536	3125
2062	5353
4881	5101
5568	3206
8481	1608
10329	6562
5002	5725
9313	2537
10937	2007
7993	4105
1720	418
9375	366
5687	2366
8079	4079
8885	1423
4034	3565
10838	1976
145	5097
4405	227
5143	6233
4801	2731
9667	4574
6623	4278
4758	832
5181	5177
391	6391
9023	4916
9094	3570
10563	6696
1793	3799
10305	6387
1484	687
10626	5598
5898	2257
106	353
8793	340
7267	4873
7737	438
2020	2076
936	5421
432	4170
7245	1192
9166	4642
4828	2155
10835	6026
3474	1345
3127	467
8715	3258
7052	5821
2224	6483
5793	3114
4953	5630
5973	5961
4096	673
5922	3732
6892	4702
9795	6792
6017	461
2588	6489
6210	2369
8364	908
3251	162
4307	1620
3673	4647
5771	1614
735	5388
3527	5737
3126	1016
6884	5302
2367	1663
4718	1833
644	1063
2879	5843
3700	4334
6996	4169
6718	2499
245	1571
2535	4369
3432	3753
739	4698
125	3946
4515	3651
316	5384
4097	942
112	5042
2240	521
3123	6445
4741	4439
6601	4529
10355	6178
4141	651
3576	3032
1698	1930
10092	3009
9763	2277
8762	5684
577	2190
3953	2501
3545	2066
5138	649
9831	6660
3426	4701
1360	1347
7438	2999
8424	4759
6963	4920
8834	2474
7311	6041
165	2181
2733	6142
9479	2058
2827	1220
1217	4155
8873	6306
9256	4279
2173	2839
5932	2951
4436	3175
4195	4823
6280	148
7468	3483
5936	1761
8048	3834
10539	109
3646	6918
5435	2800
10629	5960
10070	6505
4948	6646
9855	5310
8952	3132
8354	1895
4916	1948
8404	6042
3054	1835
4821	5609
6885	3516
3072	672
386	5419
7292	206
4745	3257
6076	7140
10055	3486
9032	2835
5649	124
3306	5116
3839	99
8788	7184
10798	1975
467	2927
1354	5375
6118	1458
8707	2099
3262	6551
648	830
1825	4094
4290	6929
2873	3774
839	6787
10738	4450
6772	7119
7443	545
3093	1766
52	3341
6045	3582
1917	4057
9035	3552
7436	4721
3469	839
6307	1584
2559	3758
